sequence_id,mpnn_score,species,lambda_ANC,lambda_HUM,lambda_MOU,x,y
MOU_L09_5H5Q_A_s1,0.7403,MOU,0.34839,0.31679,0.33482,0.50902,0.30172
MOU_L09_5H5Q_A_s2,0.7089,MOU,0.33348,0.32247,0.34405,0.51079,0.2888
MOU_L09_5H5R_A_template,1.5332,MOU,0.29668,0.32763,0.37569,0.52403,0.25693
MOU_L09_5H5R_A_s1,0.754,MOU,0.3249,0.32812,0.34698,0.50943,0.28137
MOU_L09_5H5R_A_s2,0.7841,MOU,0.31211,0.33196,0.35593,0.51198,0.2703
MOU_L09_5H5S_A_template,1.4697,MOU,0.31017,0.31146,0.37837,0.53346,0.26861
MOU_L09_5H5S_A_s1,0.7364,MOU,0.34218,0.33055,0.32727,0.49836,0.29633
MOU_L09_5H5S_A_s2,0.7857,MOU,0.333,0.33221,0.33479,0.50129,0.28838
MOU_L09_6ELW_A_template,1.5008,MOU,0.29998,0.31926,0.38076,0.53075,0.25979
MOU_L09_6ELW_A_s1,0.8003,MOU,0.36768,0.27503,0.35729,0.54113,0.31842
MOU_L09_6ELW_A_s2,0.7566,MOU,0.36037,0.29444,0.34519,0.52537,0.31209
MOU_L09_6HKQ_A_template,1.5352,MOU,0.29917,0.31537,0.38545,0.53504,0.25909
MOU_L09_6HKQ_A_s1,0.8042,MOU,0.36148,0.30734,0.33118,0.51192,0.31305
MOU_L09_6HKQ_A_s2,0.8297,MOU,0.33555,0.33715,0.32729,0.49507,0.2906
MOU_L09_6HN3_A_template,1.5308,MOU,0.30382,0.313,0.38318,0.53509,0.26311
MOU_L09_6HN3_A_s1,0.7823,MOU,0.36345,0.32113,0.31541,0.49714,0.31476
MOU_L09_6HN3_A_s2,0.7567,MOU,0.34126,0.34301,0.31573,0.48636,0.29554
MOU_L09_6VPD_A_template,1.5968,MOU,0.32961,0.28007,0.39033,0.55513,0.28545
MOU_L09_6VPD_A_s1,0.8297,MOU,0.31054,0.35315,0.33631,0.49158,0.26893
MOU_L09_6VPD_A_s2,0.8495,MOU,0.36349,0.29564,0.34087,0.52262,0.31479
MOU_L09_7L8L_A_template,1.5098,MOU,0.2983,0.30557,0.39612,0.54527,0.25834
MOU_L09_7L8L_A_s1,0.8185,MOU,0.35058,0.33989,0.30953,0.48482,0.30361
MOU_L09_7L8L_A_s2,0.7719,MOU,0.3681,0.33356,0.29834,0.48239,0.31878
MOU_L09_7L8Q_A_template,1.5405,MOU,0.30754,0.31327,0.37919,0.53296,0.26634
MOU_L09_7L8Q_A_s1,0.8153,MOU,0.34738,0.31375,0.33887,0.51256,0.30084
MOU_L09_7L8Q_A_s2,0.7809,MOU,0.3602,0.31175,0.32804,0.50815,0.31194
MOU_L09_7U4I_B_template,1.5094,MOU,0.29967,0.31213,0.38821,0.53804,0.25952
MOU_L09_7U4I_B_s1,0.7783,MOU,0.34435,0.33671,0.31894,0.49111,0.29822
MOU_L09_7U4I_B_s2,0.8281,MOU,0.35155,0.3305,0.31796,0.49373,0.30445
MOU_L09_7U4J_A_template,1.5088,MOU,0.30774,0.30473,0.38754,0.5414,0.26651
MOU_L09_7U4J_A_s1,0.7752,MOU,0.35444,0.32113,0.32443,0.50165,0.30695
MOU_L09_7U4J_A_s2,0.7575,MOU,0.38114,0.31097,0.30789,0.49846,0.33008
MOU_L10_1GP1_A_template,1.3948,MOU,0.34854,0.30473,0.34674,0.521,0.30184
MOU_L10_1GP1_A_s1,0.8071,MOU,0.36213,0.30143,0.33644,0.5175,0.31361
MOU_L10_1GP1_A_s2,0.8055,MOU,0.36613,0.30806,0.32581,0.50888,0.31708
MOU_L10_2F8A_A_template,1.3829,MOU,0.35735,0.29651,0.34614,0.52482,0.30947
MOU_L10_2F8A_A_s1,0.7952,MOU,0.37377,0.28615,0.34008,0.52697,0.32369
MOU_L10_2F8A_A_s2,0.7831,MOU,0.37771,0.27683,0.34547,0.53432,0.3271
MOU_L10_2V1M_A_template,1.5168,MOU,0.33052,0.33001,0.33947,0.50473,0.28624
MOU_L10_2V1M_A_s1,0.829,MOU,0.3705,0.32376,0.30573,0.49099,0.32087
MOU_L10_2V1M_A_s2,0.7784,MOU,0.37346,0.29892,0.32762,0.51435,0.32343
MOU_L10_2VUP_A_template,1.4929,MOU,0.32338,0.34347,0.33315,0.49484,0.28005
MOU_L10_2VUP_A_s1,0.7892,MOU,0.36555,0.31205,0.32239,0.50517,0.31658
MOU_L10_2VUP_A_s2,0.7721,MOU,0.35271,0.34185,0.30544,0.48179,0.30545
MOU_L10_2WGR_A_template,1.4822,MOU,0.33166,0.32942,0.33892,0.50475,0.28722
MOU_L10_2WGR_A_s1,0.8191,MOU,0.3625,0.3102,0.3273,0.50855,0.31393
MOU_L10_2WGR_A_s2,0.7999,MOU,0.36885,0.31923,0.31192,0.49634,0.31944
MOU_L10_3CMI_A_template,1.5603,MOU,0.36401,0.30071,0.33528,0.51729,0.31524
MOU_L10_3CMI_A_s1,0.8228,MOU,0.41399,0.31187,0.27414,0.48114,0.35853
MOU_L10_3CMI_A_s2,0.8357,MOU,0.43132,0.32114,0.24754,0.4632,0.37354
MOU_L10_3E0U_A_template,1.6626,MOU,0.32127,0.33455,0.34418,0.50481,0.27823
MOU_L10_3E0U_A_s1,0.9152,MOU,0.27979,0.33488,0.38533,0.52522,0.24231
MOU_L10_3E0U_A_s2,0.9058,MOU,0.30779,0.34051,0.3517,0.50559,0.26655
MOU_L10_5H5Q_A_template,1.4651,MOU,0.30105,0.31991,0.37903,0.52956,0.26072
MOU_L10_5H5Q_A_s1,0.7403,MOU,0.34839,0.31679,0.33482,0.50902,0.30172
MOU_L10_5H5Q_A_s2,0.7089,MOU,0.33348,0.32247,0.34405,0.51079,0.2888
MOU_L10_5H5S_A_template,1.4697,MOU,0.31017,0.31146,0.37837,0.53346,0.26861
MOU_L10_5H5S_A_s1,0.7364,MOU,0.34218,0.33055,0.32727,0.49836,0.29633
MOU_L10_5H5S_A_s2,0.7857,MOU,0.333,0.33221,0.33479,0.50129,0.28838
MOU_L10_6ELW_A_template,1.5008,MOU,0.29998,0.31926,0.38076,0.53075,0.25979
MOU_L10_6ELW_A_s1,0.8003,MOU,0.36768,0.27503,0.35729,0.54113,0.31842
MOU_L10_6ELW_A_s2,0.7566,MOU,0.36037,0.29444,0.34519,0.52537,0.31209
MOU_L10_6HKQ_A_template,1.5352,MOU,0.29917,0.31537,0.38545,0.53504,0.25909
MOU_L10_6HKQ_A_s1,0.8042,MOU,0.36148,0.30734,0.33118,0.51192,0.31305
MOU_L10_6HKQ_A_s2,0.8297,MOU,0.33555,0.33715,0.32729,0.49507,0.2906
MOU_L10_6HN3_A_template,1.5308,MOU,0.30382,0.313,0.38318,0.53509,0.26311
MOU_L10_6HN3_A_s1,0.7823,MOU,0.36345,0.32113,0.31541,0.49714,0.31476
MOU_L10_6HN3_A_s2,0.7567,MOU,0.34126,0.34301,0.31573,0.48636,0.29554
MOU_L10_6VPD_A_template,1.5968,MOU,0.32961,0.28007,0.39033,0.55513,0.28545
MOU_L10_6VPD_A_s1,0.8297,MOU,0.31054,0.35315,0.33631,0.49158,0.26893
MOU_L10_6VPD_A_s2,0.8495,MOU,0.36349,0.29564,0.34087,0.52262,0.31479
MOU_L10_7L8L_A_template,1.5098,MOU,0.2983,0.30557,0.39612,0.54527,0.25834
MOU_L10_7L8L_A_s1,0.8185,MOU,0.35058,0.33989,0.30953,0.48482,0.30361
MOU_L10_7L8L_A_s2,0.7719,MOU,0.3681,0.33356,0.29834,0.48239,0.31878
MOU_L10_7L8Q_A_template,1.5405,MOU,0.30754,0.31327,0.37919,0.53296,0.26634
MOU_L10_7L8Q_A_s1,0.8153,MOU,0.34738,0.31375,0.33887,0.51256,0.30084
MOU_L10_7L8Q_A_s2,0.7809,MOU,0.3602,0.31175,0.32804,0.50815,0.31194
MOU_L10_7U4I_B_template,1.5094,MOU,0.29967,0.31213,0.38821,0.53804,0.25952
MOU_L10_7U4I_B_s1,0.7783,MOU,0.34435,0.33671,0.31894,0.49111,0.29822
MOU_L10_7U4I_B_s2,0.8281,MOU,0.35155,0.3305,0.31796,0.49373,0.30445
MOU_L10_7U4J_A_template,1.5088,MOU,0.30774,0.30473,0.38754,0.5414,0.26651
MOU_L10_7U4J_A_s1,0.7752,MOU,0.35444,0.32113,0.32443,0.50165,0.30695
MOU_L10_7U4J_A_s2,0.7575,MOU,0.38114,0.31097,0.30789,0.49846,0.33008
MOU_L10_9KZM_A_template,1.5122,MOU,0.35197,0.30689,0.34113,0.51712,0.30482
MOU_L10_9KZM_A_s1,0.7312,MOU,0.34909,0.30815,0.34276,0.5173,0.30233
MOU_L10_9KZM_A_s2,0.7518,MOU,0.35553,0.29641,0.34807,0.52583,0.30789
MOU_L11_1GP1_A_template,1.3948,MOU,0.34854,0.30473,0.34674,0.521,0.30184
MOU_L11_1GP1_A_s1,0.8071,MOU,0.36213,0.30143,0.33644,0.5175,0.31361
MOU_L11_1GP1_A_s2,0.8055,MOU,0.36613,0.30806,0.32581,0.50888,0.31708
MOU_L11_2F8A_A_template,1.3829,MOU,0.35735,0.29651,0.34614,0.52482,0.30947
MOU_L11_2F8A_A_s1,0.7952,MOU,0.37377,0.28615,0.34008,0.52697,0.32369
MOU_L11_2F8A_A_s2,0.7831,MOU,0.37771,0.27683,0.34547,0.53432,0.3271
MOU_L11_2RM5_A_template,2.0052,MOU,0.31265,0.35647,0.33088,0.4872,0.27076
MOU_L11_2RM5_A_s1,0.9894,MOU,0.33494,0.31835,0.34671,0.51418,0.29007
MOU_L11_2RM5_A_s2,1.02,MOU,0.30028,0.36353,0.33619,0.48633,0.26005
MOU_L11_2RM6_A_template,2.185,MOU,0.31265,0.35647,0.33088,0.4872,0.27076
MOU_L11_2RM6_A_s1,1.0533,MOU,0.48017,0.3257,0.19414,0.43422,0.41584
MOU_L11_2RM6_A_s2,1.0842,MOU,0.48323,0.51677,0.0,0.24162,0.41849
MOU_L11_2V1M_A_template,1.5168,MOU,0.33052,0.33001,0.33947,0.50473,0.28624
MOU_L11_2V1M_A_s1,0.829,MOU,0.3705,0.32376,0.30573,0.49099,0.32087
MOU_L11_2V1M_A_s2,0.7784,MOU,0.37346,0.29892,0.32762,0.51435,0.32343
MOU_L11_3CMI_A_template,1.5603,MOU,0.36401,0.30071,0.33528,0.51729,0.31524
MOU_L11_3CMI_A_s1,0.8228,MOU,0.41399,0.31187,0.27414,0.48114,0.35853
MOU_L11_3CMI_A_s2,0.8357,MOU,0.43132,0.32114,0.24754,0.4632,0.37354
MOU_L11_3DWV_A_template,1.4242,MOU,0.30828,0.35089,0.34083,0.49497,0.26698
MOU_L11_3DWV_A_s1,0.7759,MOU,0.33238,0.33647,0.33115,0.49734,0.28785
MOU_L11_3DWV_A_s2,0.7719,MOU,0.34659,0.3053,0.34812,0.52141,0.30015
MOU_L11_3E0U_A_template,1.6626,MOU,0.32127,0.33455,0.34418,0.50481,0.27823
MOU_L11_3E0U_A_s1,0.9152,MOU,0.27979,0.33488,0.38533,0.52522,0.24231
MOU_L11_3E0U_A_s2,0.9058,MOU,0.30779,0.34051,0.3517,0.50559,0.26655
MOU_L11_5H5Q_A_template,1.4651,MOU,0.30105,0.31991,0.37903,0.52956,0.26072
MOU_L11_5H5Q_A_s1,0.7403,MOU,0.34839,0.31679,0.33482,0.50902,0.30172
MOU_L11_5H5Q_A_s2,0.7089,MOU,0.33348,0.32247,0.34405,0.51079,0.2888
MOU_L11_5H5R_A_template,1.5332,MOU,0.29668,0.32763,0.37569,0.52403,0.25693
MOU_L11_5H5R_A_s1,0.754,MOU,0.3249,0.32812,0.34698,0.50943,0.28137
MOU_L11_5H5R_A_s2,0.7841,MOU,0.31211,0.33196,0.35593,0.51198,0.2703
MOU_L11_5H5S_A_template,1.4697,MOU,0.31017,0.31146,0.37837,0.53346,0.26861
MOU_L11_5H5S_A_s1,0.7364,MOU,0.34218,0.33055,0.32727,0.49836,0.29633
MOU_L11_5H5S_A_s2,0.7857,MOU,0.333,0.33221,0.33479,0.50129,0.28838
MOU_L11_6ELW_A_template,1.5008,MOU,0.29998,0.31926,0.38076,0.53075,0.25979
MOU_L11_6ELW_A_s1,0.8003,MOU,0.36768,0.27503,0.35729,0.54113,0.31842
MOU_L11_6ELW_A_s2,0.7566,MOU,0.36037,0.29444,0.34519,0.52537,0.31209
MOU_L11_6HKQ_A_template,1.5352,MOU,0.29917,0.31537,0.38545,0.53504,0.25909
MOU_L11_6HKQ_A_s1,0.8042,MOU,0.36148,0.30734,0.33118,0.51192,0.31305
MOU_L11_6HKQ_A_s2,0.8297,MOU,0.33555,0.33715,0.32729,0.49507,0.2906
MOU_L11_6HN3_A_template,1.5308,MOU,0.30382,0.313,0.38318,0.53509,0.26311
MOU_L11_6HN3_A_s1,0.7823,MOU,0.36345,0.32113,0.31541,0.49714,0.31476
MOU_L11_6HN3_A_s2,0.7567,MOU,0.34126,0.34301,0.31573,0.48636,0.29554
MOU_L11_6VPD_A_template,1.5968,MOU,0.32961,0.28007,0.39033,0.55513,0.28545
MOU_L11_6VPD_A_s1,0.8297,MOU,0.31054,0.35315,0.33631,0.49158,0.26893
MOU_L11_6VPD_A_s2,0.8495,MOU,0.36349,0.29564,0.34087,0.52262,0.31479
MOU_L11_7L8L_A_template,1.5098,MOU,0.2983,0.30557,0.39612,0.54527,0.25834
MOU_L11_7L8L_A_s1,0.8185,MOU,0.35058,0.33989,0.30953,0.48482,0.30361
MOU_L11_7L8L_A_s2,0.7719,MOU,0.3681,0.33356,0.29834,0.48239,0.31878
MOU_L11_7L8Q_A_template,1.5405,MOU,0.30754,0.31327,0.37919,0.53296,0.26634
MOU_L11_7L8Q_A_s1,0.8153,MOU,0.34738,0.31375,0.33887,0.51256,0.30084
MOU_L11_7L8Q_A_s2,0.7809,MOU,0.3602,0.31175,0.32804,0.50815,0.31194
MOU_L11_7U4I_B_template,1.5094,MOU,0.29967,0.31213,0.38821,0.53804,0.25952
MOU_L11_7U4I_B_s1,0.7783,MOU,0.34435,0.33671,0.31894,0.49111,0.29822
MOU_L11_7U4I_B_s2,0.8281,MOU,0.35155,0.3305,0.31796,0.49373,0.30445
MOU_L11_7U4J_A_template,1.5088,MOU,0.30774,0.30473,0.38754,0.5414,0.26651
MOU_L11_7U4J_A_s1,0.7752,MOU,0.35444,0.32113,0.32443,0.50165,0.30695
MOU_L11_7U4J_A_s2,0.7575,MOU,0.38114,0.31097,0.30789,0.49846,0.33008
MOU_L12_1GP1_A_template,1.3948,MOU,0.34854,0.30473,0.34674,0.521,0.30184
MOU_L12_1GP1_A_s1,0.8071,MOU,0.36213,0.30143,0.33644,0.5175,0.31361
MOU_L12_1GP1_A_s2,0.8055,MOU,0.36613,0.30806,0.32581,0.50888,0.31708
MOU_L12_2F8A_A_template,1.3829,MOU,0.35735,0.29651,0.34614,0.52482,0.30947
MOU_L12_2F8A_A_s1,0.7952,MOU,0.37377,0.28615,0.34008,0.52697,0.32369
MOU_L12_2F8A_A_s2,0.7831,MOU,0.37771,0.27683,0.34547,0.53432,0.3271
MOU_L12_2V1M_A_template,1.5168,MOU,0.33052,0.33001,0.33947,0.50473,0.28624
MOU_L12_2V1M_A_s1,0.829,MOU,0.3705,0.32376,0.30573,0.49099,0.32087
MOU_L12_2V1M_A_s2,0.7784,MOU,0.37346,0.29892,0.32762,0.51435,0.32343
MOU_L12_3CMI_A_template,1.5603,MOU,0.36401,0.30071,0.33528,0.51729,0.31524
MOU_L12_3CMI_A_s1,0.8228,MOU,0.41399,0.31187,0.27414,0.48114,0.35853
MOU_L12_3CMI_A_s2,0.8357,MOU,0.43132,0.32114,0.24754,0.4632,0.37354
MOU_L12_3E0U_A_template,1.6626,MOU,0.32127,0.33455,0.34418,0.50481,0.27823
MOU_L12_3E0U_A_s1,0.9152,MOU,0.27979,0.33488,0.38533,0.52522,0.24231
MOU_L12_3E0U_A_s2,0.9058,MOU,0.30779,0.34051,0.3517,0.50559,0.26655
MOU_L12_5H5Q_A_template,1.4651,MOU,0.30105,0.31991,0.37903,0.52956,0.26072
MOU_L12_5H5Q_A_s1,0.7403,MOU,0.34839,0.31679,0.33482,0.50902,0.30172
MOU_L12_5H5Q_A_s2,0.7089,MOU,0.33348,0.32247,0.34405,0.51079,0.2888
MOU_L12_5H5R_A_template,1.5332,MOU,0.29668,0.32763,0.37569,0.52403,0.25693
MOU_L12_5H5R_A_s1,0.754,MOU,0.3249,0.32812,0.34698,0.50943,0.28137
MOU_L12_5H5R_A_s2,0.7841,MOU,0.31211,0.33196,0.35593,0.51198,0.2703
MOU_L12_5H5S_A_template,1.4697,MOU,0.31017,0.31146,0.37837,0.53346,0.26861
MOU_L12_5H5S_A_s1,0.7364,MOU,0.34218,0.33055,0.32727,0.49836,0.29633
MOU_L12_5H5S_A_s2,0.7857,MOU,0.333,0.33221,0.33479,0.50129,0.28838
MOU_L12_6ELW_A_template,1.5008,MOU,0.29998,0.31926,0.38076,0.53075,0.25979
MOU_L12_6ELW_A_s1,0.8003,MOU,0.36768,0.27503,0.35729,0.54113,0.31842
MOU_L12_6ELW_A_s2,0.7566,MOU,0.36037,0.29444,0.34519,0.52537,0.31209
MOU_L12_6HKQ_A_template,1.5352,MOU,0.29917,0.31537,0.38545,0.53504,0.25909
MOU_L12_6HKQ_A_s1,0.8042,MOU,0.36148,0.30734,0.33118,0.51192,0.31305
MOU_L12_6HKQ_A_s2,0.8297,MOU,0.33555,0.33715,0.32729,0.49507,0.2906
MOU_L12_6HN3_A_template,1.5308,MOU,0.30382,0.313,0.38318,0.53509,0.26311
MOU_L12_6HN3_A_s1,0.7823,MOU,0.36345,0.32113,0.31541,0.49714,0.31476
MOU_L12_6HN3_A_s2,0.7567,MOU,0.34126,0.34301,0.31573,0.48636,0.29554
MOU_L12_6VPD_A_template,1.5968,MOU,0.32961,0.28007,0.39033,0.55513,0.28545
MOU_L12_6VPD_A_s1,0.8297,MOU,0.31054,0.35315,0.33631,0.49158,0.26893
MOU_L12_6VPD_A_s2,0.8495,MOU,0.36349,0.29564,0.34087,0.52262,0.31479
MOU_L12_7L8L_A_template,1.5098,MOU,0.2983,0.30557,0.39612,0.54527,0.25834
MOU_L12_7L8L_A_s1,0.8185,MOU,0.35058,0.33989,0.30953,0.48482,0.30361
MOU_L12_7L8L_A_s2,0.7719,MOU,0.3681,0.33356,0.29834,0.48239,0.31878
MOU_L12_7L8Q_A_template,1.5405,MOU,0.30754,0.31327,0.37919,0.53296,0.26634
MOU_L12_7L8Q_A_s1,0.8153,MOU,0.34738,0.31375,0.33887,0.51256,0.30084
MOU_L12_7L8Q_A_s2,0.7809,MOU,0.3602,0.31175,0.32804,0.50815,0.31194
MOU_L12_7U4I_B_template,1.5094,MOU,0.29967,0.31213,0.38821,0.53804,0.25952
MOU_L12_7U4I_B_s1,0.7783,MOU,0.34435,0.33671,0.31894,0.49111,0.29822
MOU_L12_7U4I_B_s2,0.8281,MOU,0.35155,0.3305,0.31796,0.49373,0.30445
MOU_L12_7U4J_A_template,1.5088,MOU,0.30774,0.30473,0.38754,0.5414,0.26651
MOU_L12_7U4J_A_s1,0.7752,MOU,0.35444,0.32113,0.32443,0.50165,0.30695
MOU_L12_7U4J_A_s2,0.7575,MOU,0.38114,0.31097,0.30789,0.49846,0.33008
MOU_L13_1GP1_A_template,1.3948,MOU,0.34854,0.30473,0.34674,0.521,0.30184
MOU_L13_1GP1_A_s1,0.8071,MOU,0.36213,0.30143,0.33644,0.5175,0.31361
MOU_L13_1GP1_A_s2,0.8055,MOU,0.36613,0.30806,0.32581,0.50888,0.31708
MOU_L13_2F8A_A_template,1.3829,MOU,0.35735,0.29651,0.34614,0.52482,0.30947
MOU_L13_2F8A_A_s1,0.7952,MOU,0.37377,0.28615,0.34008,0.52697,0.32369
MOU_L13_2F8A_A_s2,0.7831,MOU,0.37771,0.27683,0.34547,0.53432,0.3271
MOU_L13_2V1M_A_template,1.5168,MOU,0.33052,0.33001,0.33947,0.50473,0.28624
MOU_L13_2V1M_A_s1,0.829,MOU,0.3705,0.32376,0.30573,0.49099,0.32087
MOU_L13_2V1M_A_s2,0.7784,MOU,0.37346,0.29892,0.32762,0.51435,0.32343
MOU_L13_3CMI_A_template,1.5603,MOU,0.36401,0.30071,0.33528,0.51729,0.31524
MOU_L13_3CMI_A_s1,0.8228,MOU,0.41399,0.31187,0.27414,0.48114,0.35853
MOU_L13_3CMI_A_s2,0.8357,MOU,0.43132,0.32114,0.24754,0.4632,0.37354
MOU_L13_3E0U_A_template,1.6626,MOU,0.32127,0.33455,0.34418,0.50481,0.27823
MOU_L13_3E0U_A_s1,0.9152,MOU,0.27979,0.33488,0.38533,0.52522,0.24231
MOU_L13_3E0U_A_s2,0.9058,MOU,0.30779,0.34051,0.3517,0.50559,0.26655
MOU_L13_5H5Q_A_template,1.4651,MOU,0.30105,0.31991,0.37903,0.52956,0.26072
MOU_L13_5H5Q_A_s1,0.7403,MOU,0.34839,0.31679,0.33482,0.50902,0.30172
MOU_L13_5H5Q_A_s2,0.7089,MOU,0.33348,0.32247,0.34405,0.51079,0.2888
MOU_L13_5H5R_A_template,1.5332,MOU,0.29668,0.32763,0.37569,0.52403,0.25693
MOU_L13_5H5R_A_s1,0.754,MOU,0.3249,0.32812,0.34698,0.50943,0.28137
MOU_L13_5H5R_A_s2,0.7841,MOU,0.31211,0.33196,0.35593,0.51198,0.2703
MOU_L13_5H5S_A_template,1.4697,MOU,0.31017,0.31146,0.37837,0.53346,0.26861
MOU_L13_5H5S_A_s1,0.7364,MOU,0.34218,0.33055,0.32727,0.49836,0.29633
MOU_L13_5H5S_A_s2,0.7857,MOU,0.333,0.33221,0.33479,0.50129,0.28838
MOU_L13_6ELW_A_template,1.5008,MOU,0.29998,0.31926,0.38076,0.53075,0.25979
MOU_L13_6ELW_A_s1,0.8003,MOU,0.36768,0.27503,0.35729,0.54113,0.31842
MOU_L13_6ELW_A_s2,0.7566,MOU,0.36037,0.29444,0.34519,0.52537,0.31209
MOU_L13_6HKQ_A_template,1.5352,MOU,0.29917,0.31537,0.38545,0.53504,0.25909
MOU_L13_6HKQ_A_s1,0.8042,MOU,0.36148,0.30734,0.33118,0.51192,0.31305
MOU_L13_6HKQ_A_s2,0.8297,MOU,0.33555,0.33715,0.32729,0.49507,0.2906
MOU_L13_6HN3_A_template,1.5308,MOU,0.30382,0.313,0.38318,0.53509,0.26311
MOU_L13_6HN3_A_s1,0.7823,MOU,0.36345,0.32113,0.31541,0.49714,0.31476
MOU_L13_6HN3_A_s2,0.7567,MOU,0.34126,0.34301,0.31573,0.48636,0.29554
MOU_L13_6VPD_A_template,1.5968,MOU,0.32961,0.28007,0.39033,0.55513,0.28545
MOU_L13_6VPD_A_s1,0.8297,MOU,0.31054,0.35315,0.33631,0.49158,0.26893
MOU_L13_6VPD_A_s2,0.8495,MOU,0.36349,0.29564,0.34087,0.52262,0.31479
MOU_L13_7L8L_A_template,1.5098,MOU,0.2983,0.30557,0.39612,0.54527,0.25834
MOU_L13_7L8L_A_s1,0.8185,MOU,0.35058,0.33989,0.30953,0.48482,0.30361
MOU_L13_7L8L_A_s2,0.7719,MOU,0.3681,0.33356,0.29834,0.48239,0.31878
MOU_L13_7L8Q_A_template,1.5405,MOU,0.30754,0.31327,0.37919,0.53296,0.26634
MOU_L13_7L8Q_A_s1,0.8153,MOU,0.34738,0.31375,0.33887,0.51256,0.30084
MOU_L13_7L8Q_A_s2,0.7809,MOU,0.3602,0.31175,0.32804,0.50815,0.31194
MOU_L13_7U4I_B_template,1.5094,MOU,0.29967,0.31213,0.38821,0.53804,0.25952
MOU_L13_7U4I_B_s1,0.7783,MOU,0.34435,0.33671,0.31894,0.49111,0.29822
MOU_L13_7U4I_B_s2,0.8281,MOU,0.35155,0.3305,0.31796,0.49373,0.30445
MOU_L13_7U4J_A_template,1.5088,MOU,0.30774,0.30473,0.38754,0.5414,0.26651
MOU_L13_7U4J_A_s1,0.7752,MOU,0.35444,0.32113,0.32443,0.50165,0.30695
MOU_L13_7U4J_A_s2,0.7575,MOU,0.38114,0.31097,0.30789,0.49846,0.33008
MOU_L14_1GP1_A_template,1.3948,MOU,0.34854,0.30473,0.34674,0.521,0.30184
MOU_L14_1GP1_A_s1,0.8071,MOU,0.36213,0.30143,0.33644,0.5175,0.31361
MOU_L14_1GP1_A_s2,0.8055,MOU,0.36613,0.30806,0.32581,0.50888,0.31708
MOU_L14_2F8A_A_template,1.3829,MOU,0.35735,0.29651,0.34614,0.52482,0.30947
MOU_L14_2F8A_A_s1,0.7952,MOU,0.37377,0.28615,0.34008,0.52697,0.32369
MOU_L14_2F8A_A_s2,0.7831,MOU,0.37771,0.27683,0.34547,0.53432,0.3271
MOU_L14_2V1M_A_template,1.5168,MOU,0.33052,0.33001,0.33947,0.50473,0.28624
MOU_L14_2V1M_A_s1,0.829,MOU,0.3705,0.32376,0.30573,0.49099,0.32087
MOU_L14_2V1M_A_s2,0.7784,MOU,0.37346,0.29892,0.32762,0.51435,0.32343
MOU_L14_3CMI_A_template,1.5603,MOU,0.36401,0.30071,0.33528,0.51729,0.31524
MOU_L14_3CMI_A_s1,0.8228,MOU,0.41399,0.31187,0.27414,0.48114,0.35853
MOU_L14_3CMI_A_s2,0.8357,MOU,0.43132,0.32114,0.24754,0.4632,0.37354
MOU_L14_3E0U_A_template,1.6626,MOU,0.32127,0.33455,0.34418,0.50481,0.27823
MOU_L14_3E0U_A_s1,0.9152,MOU,0.27979,0.33488,0.38533,0.52522,0.24231
MOU_L14_3E0U_A_s2,0.9058,MOU,0.30779,0.34051,0.3517,0.50559,0.26655
MOU_L14_5H5Q_A_template,1.4651,MOU,0.30105,0.31991,0.37903,0.52956,0.26072
MOU_L14_5H5Q_A_s1,0.7403,MOU,0.34839,0.31679,0.33482,0.50902,0.30172
MOU_L14_5H5Q_A_s2,0.7089,MOU,0.33348,0.32247,0.34405,0.51079,0.2888
MOU_L14_5H5R_A_template,1.5332,MOU,0.29668,0.32763,0.37569,0.52403,0.25693
MOU_L14_5H5R_A_s1,0.754,MOU,0.3249,0.32812,0.34698,0.50943,0.28137
MOU_L14_5H5R_A_s2,0.7841,MOU,0.31211,0.33196,0.35593,0.51198,0.2703
MOU_L14_5H5S_A_template,1.4697,MOU,0.31017,0.31146,0.37837,0.53346,0.26861
MOU_L14_5H5S_A_s1,0.7364,MOU,0.34218,0.33055,0.32727,0.49836,0.29633
MOU_L14_5H5S_A_s2,0.7857,MOU,0.333,0.33221,0.33479,0.50129,0.28838
MOU_L14_6ELW_A_template,1.5008,MOU,0.29998,0.31926,0.38076,0.53075,0.25979
MOU_L14_6ELW_A_s1,0.8003,MOU,0.36768,0.27503,0.35729,0.54113,0.31842
MOU_L14_6ELW_A_s2,0.7566,MOU,0.36037,0.29444,0.34519,0.52537,0.31209
MOU_L14_6HKQ_A_template,1.5352,MOU,0.29917,0.31537,0.38545,0.53504,0.25909
MOU_L14_6HKQ_A_s1,0.8042,MOU,0.36148,0.30734,0.33118,0.51192,0.31305
MOU_L14_6HKQ_A_s2,0.8297,MOU,0.33555,0.33715,0.32729,0.49507,0.2906
MOU_L14_6HN3_A_template,1.5308,MOU,0.30382,0.313,0.38318,0.53509,0.26311
MOU_L14_6HN3_A_s1,0.7823,MOU,0.36345,0.32113,0.31541,0.49714,0.31476
MOU_L14_6HN3_A_s2,0.7567,MOU,0.34126,0.34301,0.31573,0.48636,0.29554
MOU_L14_6VPD_A_template,1.5968,MOU,0.32961,0.28007,0.39033,0.55513,0.28545
MOU_L14_6VPD_A_s1,0.8297,MOU,0.31054,0.35315,0.33631,0.49158,0.26893
MOU_L14_6VPD_A_s2,0.8495,MOU,0.36349,0.29564,0.34087,0.52262,0.31479
